id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_EA,score_ChatGPT_EA
210,30,1328,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper bezeichnete die Stationierung als eine erste Reaktion auf die zunehmenden Gewalthandlungen des Iran in der Region - einschließlich des Drohnenangriffs auf saudi-arabische Öleinrichtungen in diesem Monat - und forderte andere Nationen auf, die Angriffe ebenfalls zu verurteilen.",Online-A.1574,"Esper sagte, der Einsatz sei ein erster Schritt, um die zunehmend gewalttätigen Handlungen des Iran in der Region anzugehen -- einschließlich des Drohnenangriffs auf saudi-arabische Ölanlagen in diesem Monat -- und er rief andere Nationen auf, die Angriffe zu verstärken und zu verurteilen.",-2.866667,-14,-14
211,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",Tohoku-AIP-NTT.890,"Die Initiative ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz in einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie schrumpfen oder Märkte wie die Vereinigten Staaten verlassen sollte, in denen sie Renditen unter ihren Kapitalkosten erzielt.",-1.666667,-14,-19
212,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",OPPO.1535,"Die Initiative ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz in einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die Vereinigten Staaten schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.",-4.333333,-14,-13
213,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",eTranslation.737,"Die Initiative ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz zu einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die Vereinigten Staaten schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.",-2.333333,-14,-12
214,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",Tencent_Translation.1520,"Der Antrieb ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz in einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die Vereinigten Staaten schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.",-3.333333,-14,-12
215,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",Huoshan_Translate.832,"Der Antrieb ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz in einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die Vereinigten Staaten schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.",-3.666667,-15,-13
216,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",Online-B.1590,"Das Bestreben ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz in einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die USA schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.",-3.333333,-13,-18
217,31,47,The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",Online-A.1574,"Der Vorstoß ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz in einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die Vereinigten Staaten schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.",-3.0,-14,-18
218,32,184,"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",Tohoku-AIP-NTT.890,"""Wir haben unseren Systemnamen Google gewählt, weil es eine gängige Schreibweise von googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen zu bauen"", schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Papier, das über die Einführung eines Prototyps einer ""großen Suchmaschine"" veröffentlicht wurde.",-0.266667,-13,0
219,32,184,"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",OPPO.1535,"„Wir haben unseren Systemnamen Google gewählt, weil es eine gängige Schreibweise von googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Papier, das über den Start eines Prototyps einer „großen Suchmaschine“ veröffentlicht wurde.",-0.333333,-14,0
220,32,184,"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",eTranslation.737,"„Wir haben unseren Systemnamen Google gewählt, weil es eine gebräuchliche Schreibweise von googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Papier, das über den Start eines Prototyps einer „großen Suchmaschine“ veröffentlicht wurde.",-0.333333,-15,-3
221,32,184,"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",Tencent_Translation.1520,"„Wir haben unseren Systemnamen Google gewählt, weil es eine gemeinsame Schreibweise von googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Papier, das über die Einführung eines Prototyps einer „großen Suchmaschine“ veröffentlicht wurde.",-2.666667,-13,-3
222,32,184,"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",Huoshan_Translate.832,"„Wir haben unseren Systemnamen Google gewählt, weil es eine gängige Schreibweise von googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Papier, das über die Einführung eines Prototyps einer „groß angelegten Suchmaschine“ veröffentlicht wurde.",-0.333333,-14,-2
223,32,184,"""We chose our systems name, Google, because it is a common spelling of googol, or 10100 and fits well with our goal of building very large-scale search engines,"" Sergey Brin and Lawrence (Larry) Page wrote in 1998 in a paper published about launching a prototype of a ""large-scale search engine.""","„Wir haben den Namen unseres Systems, Google, gewählt, weil er eine gängige Schreibweise von Googol oder 10 hoch 100 ist und weil er unsere Vision ausdrückt, sehr große Suchmaschinen zu bauen“, schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel über den Launch eines Prototyps einer „groß angelegten Suchmaschine“.",Online-B.1590,"""Wir haben unseren Systemnamen Google gewählt, weil er eine gebräuchliche Schreibweise von Googol oder 10100 ist und gut zu unserem Ziel passt, sehr große Suchmaschinen aufzubauen"", schrieben Sergey Brin und Lawrence (Larry) Page 1998 in einem Artikel veröffentlicht über den Start eines Prototyps einer ""großen Suchmaschine"".",-1.566667,-15,-3
